filepath,label
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0938.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0394.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0507.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0253.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0330.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0682.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0186.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0928.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0251.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0994.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0768.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0165.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0573.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0851.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0523.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0365.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0970.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0835.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0997.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0405.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0031.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0701.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0476.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0187.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0514.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0612.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0618.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0019.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0753.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0535.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0518.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0220.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0246.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0088.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0158.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0624.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0158.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0108.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0679.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0450.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0361.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0796.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0555.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0134.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0413.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0983.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0296.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0562.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0674.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0634.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0768.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0117.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0247.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0329.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0530.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0945.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0572.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0809.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0189.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0989.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0981.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0084.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0617.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0234.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0601.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0094.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0334.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0510.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0540.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0342.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0037.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0947.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0030.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0392.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0375.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0407.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0283.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0043.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0167.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0703.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0183.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0284.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0414.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0334.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0876.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0907.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0345.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0017.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0246.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0011.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0424.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0380.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0398.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0559.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0532.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0891.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0598.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0458.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0374.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0882.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0813.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0895.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0956.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0722.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0166.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0602.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0109.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0846.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0279.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0663.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0890.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0965.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0619.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0128.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0198.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0960.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0708.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0756.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0503.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0231.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0750.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0121.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0988.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0854.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0720.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0745.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0402.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0821.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0827.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0918.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0056.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0851.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0274.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0838.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0593.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0461.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0349.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0661.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0947.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0575.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0898.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0861.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0726.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0604.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0104.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0485.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0922.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0000.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0869.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0973.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0467.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0143.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0088.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0389.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0783.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0741.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0240.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0614.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0357.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0957.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0956.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0121.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0936.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0201.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0974.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0119.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0452.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0849.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0347.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0335.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0490.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0677.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0952.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0747.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0328.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0216.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0202.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0047.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0750.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0434.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0653.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0567.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0581.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0146.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0674.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0830.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0229.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0810.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0652.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0682.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0421.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0202.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0884.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0442.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0901.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0981.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0614.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0654.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0525.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0423.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0609.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0025.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0859.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0306.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0137.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0751.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0150.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0152.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0923.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0085.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0020.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0492.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0597.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0840.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0623.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0619.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0646.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0296.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0247.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0834.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0293.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0276.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0130.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0385.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0062.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0458.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0975.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0690.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0388.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0160.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0985.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0149.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0213.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0428.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0926.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0001.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0409.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0433.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0451.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0964.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0384.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0881.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0886.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0363.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0671.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0713.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0548.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0258.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0456.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0971.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0061.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0404.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0543.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0020.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0655.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0787.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0148.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0577.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0853.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0579.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0550.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0920.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0297.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0014.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0721.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0082.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0094.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0989.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0983.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0283.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0046.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0265.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0966.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0785.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0705.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0716.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0695.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0285.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0858.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0727.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0864.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0041.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0484.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0466.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0082.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0277.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0687.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0837.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0271.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0506.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0287.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0575.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0974.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0794.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0129.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0623.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0910.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0207.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0167.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0778.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0927.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0056.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0831.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0724.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0684.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0219.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0757.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0617.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0737.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0379.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0187.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0357.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0824.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0064.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0377.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0138.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0575.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0606.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0368.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0215.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0996.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0842.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0686.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0472.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0696.npy,2
